ID,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Height,Body mass index,Absenteeism time in hours
36,13,6,4,3,118.0,13.0,18.0,50.0,377550.0,94.0,0,1,1.0,1,0,0.0,178.0,31.0,80.0
23,22,6,5,3,378.0,49.0,11.0,36.0,377550.0,94.0,0,1,2.0,0,1,4.0,174.0,21.0,8.0
3,11,6,6,3,179.0,51.0,18.0,38.0,377550.0,94.0,0,1,0.0,1,0,0.0,170.0,31.0,2.0
32,28,6,2,1,289.0,48.0,29.0,49.0,377550.0,94.0,0,1,0.0,0,0,2.0,172.0,36.0,2.0
28,28,6,5,1,225.0,26.0,9.0,28.0,377550.0,94.0,0,1,1.0,0,0,2.0,169.0,24.0,2.0
14,19,7,3,1,155.0,12.0,14.0,34.0,275312.0,98.0,0,1,2.0,1,0,0.0,196.0,25.0,16.0
36,1,7,4,1,118.0,13.0,18.0,50.0,275312.0,98.0,0,1,1.0,1,0,0.0,178.0,31.0,8.0
34,5,7,6,1,118.0,10.0,10.0,37.0,275312.0,98.0,0,1,0.0,0,0,0.0,172.0,28.0,8.0
34,26,7,6,1,118.0,10.0,10.0,37.0,275312.0,98.0,0,1,0.0,0,0,0.0,172.0,28.0,4.0
18,26,7,3,1,330.0,16.0,4.0,28.0,275312.0,98.0,0,2,0.0,0,0,0.0,182.0,25.0,8.0
22,18,7,5,1,179.0,26.0,9.0,30.0,275312.0,98.0,0,3,0.0,0,0,0.0,171.0,19.0,8.0
14,25,7,6,1,155.0,12.0,14.0,34.0,275312.0,98.0,0,1,2.0,1,0,0.0,196.0,25.0,2.0
18,1,7,2,1,330.0,16.0,4.0,28.0,275312.0,98.0,0,2,0.0,0,0,0.0,182.0,25.0,8.0
18,1,7,3,1,330.0,16.0,4.0,28.0,275312.0,98.0,0,2,0.0,0,0,0.0,182.0,25.0,8.0
30,25,7,2,1,157.0,27.0,6.0,29.0,275312.0,98.0,0,1,0.0,1,1,0.0,185.0,22.0,3.0
10,22,7,3,1,361.0,52.0,3.0,28.0,275312.0,98.0,0,1,1.0,1,0,4.0,172.0,27.0,8.0
11,26,7,4,1,289.0,36.0,13.0,33.0,275312.0,98.0,0,1,2.0,1,0,1.0,172.0,30.0,8.0
3,26,7,5,1,179.0,51.0,18.0,38.0,275312.0,98.0,0,1,0.0,1,0,0.0,170.0,31.0,8.0
11,19,7,2,1,289.0,36.0,13.0,33.0,275312.0,98.0,0,1,2.0,1,0,1.0,172.0,30.0,32.0
11,19,7,5,1,289.0,36.0,13.0,33.0,275312.0,98.0,0,1,2.0,1,0,1.0,172.0,30.0,8.0
11,19,8,6,1,289.0,36.0,13.0,33.0,265615.0,94.0,0,1,2.0,1,0,1.0,172.0,30.0,8.0
30,19,8,6,1,157.0,27.0,6.0,29.0,265615.0,94.0,0,1,0.0,1,1,0.0,185.0,22.0,3.0
11,23,8,2,1,289.0,36.0,13.0,33.0,265615.0,94.0,0,1,2.0,1,0,1.0,172.0,30.0,1.0
9,18,8,3,1,228.0,14.0,16.0,58.0,265615.0,94.0,0,1,2.0,0,0,1.0,172.0,22.0,8.0
26,13,8,5,1,300.0,26.0,13.0,43.0,265615.0,94.0,0,1,2.0,1,1,1.0,175.0,25.0,1.0
26,14,8,5,1,300.0,26.0,13.0,43.0,265615.0,94.0,0,1,2.0,1,1,1.0,175.0,25.0,2.0
20,28,8,6,1,260.0,50.0,11.0,36.0,265615.0,94.0,0,1,4.0,1,0,0.0,168.0,23.0,4.0
11,23,8,3,1,289.0,36.0,13.0,33.0,265615.0,94.0,0,1,2.0,1,0,1.0,172.0,30.0,4.0
33,23,8,4,1,248.0,25.0,14.0,47.0,265615.0,94.0,0,1,2.0,0,0,1.0,165.0,32.0,1.0
21,11,8,5,1,268.0,11.0,8.0,33.0,265615.0,94.0,0,2,0.0,0,0,0.0,178.0,25.0,8.0
22,23,8,5,1,179.0,26.0,9.0,30.0,265615.0,94.0,0,3,0.0,0,0,0.0,171.0,19.0,1.0
36,13,8,5,1,118.0,13.0,18.0,50.0,265615.0,94.0,0,1,1.0,1,0,0.0,178.0,31.0,3.0
33,25,8,2,1,248.0,25.0,14.0,47.0,265615.0,94.0,0,1,2.0,0,0,1.0,165.0,32.0,2.0
1,23,8,3,1,235.0,11.0,14.0,37.0,265615.0,94.0,0,3,1.0,0,0,1.0,172.0,29.0,1.0
36,23,8,5,1,118.0,13.0,18.0,50.0,265615.0,94.0,0,1,1.0,1,0,0.0,178.0,31.0,1.0
1,19,8,5,1,235.0,11.0,14.0,37.0,265615.0,94.0,0,3,1.0,0,0,1.0,172.0,29.0,8.0
10,8,8,3,1,361.0,52.0,3.0,28.0,265615.0,94.0,0,1,1.0,1,0,4.0,172.0,27.0,8.0
27,6,8,4,1,184.0,42.0,7.0,27.0,265615.0,94.0,0,1,0.0,0,0,0.0,167.0,21.0,8.0
3,11,9,2,1,179.0,51.0,18.0,38.0,294217.0,81.0,0,1,0.0,1,0,0.0,170.0,31.0,8.0
3,23,9,6,1,179.0,51.0,18.0,38.0,294217.0,81.0,0,1,0.0,1,0,0.0,170.0,31.0,3.0
11,19,9,4,1,289.0,36.0,13.0,33.0,294217.0,81.0,0,1,2.0,1,0,1.0,172.0,30.0,24.0
24,9,9,2,1,246.0,25.0,16.0,41.0,294217.0,81.0,0,1,0.0,1,0,0.0,170.0,23.0,16.0
15,28,9,3,1,291.0,31.0,12.0,40.0,294217.0,81.0,0,1,1.0,1,0,1.0,171.0,25.0,3.0
3,13,9,4,1,179.0,51.0,18.0,38.0,294217.0,81.0,0,1,0.0,1,0,0.0,170.0,31.0,8.0
24,9,9,4,1,246.0,25.0,16.0,41.0,294217.0,81.0,0,1,0.0,1,0,0.0,170.0,23.0,32.0
3,23,9,5,1,179.0,51.0,18.0,38.0,294217.0,81.0,0,1,0.0,1,0,0.0,170.0,31.0,1.0
15,28,9,6,1,291.0,31.0,12.0,40.0,294217.0,81.0,0,1,1.0,1,0,1.0,171.0,25.0,4.0
20,28,9,6,1,260.0,50.0,11.0,36.0,294217.0,81.0,0,1,4.0,1,0,0.0,168.0,23.0,4.0
5,26,9,4,4,235.0,20.0,13.0,43.0,294217.0,81.0,0,1,1.0,1,0,0.0,167.0,38.0,8.0
36,28,9,5,4,118.0,13.0,18.0,50.0,294217.0,81.0,0,1,1.0,1,0,0.0,178.0,31.0,1.0
15,28,9,6,4,291.0,31.0,12.0,40.0,294217.0,81.0,0,1,1.0,1,0,1.0,171.0,25.0,3.0
15,7,9,2,4,291.0,31.0,12.0,40.0,294217.0,81.0,0,1,1.0,1,0,1.0,171.0,25.0,40.0
3,13,9,2,4,179.0,51.0,18.0,38.0,294217.0,81.0,0,1,0.0,1,0,0.0,170.0,31.0,8.0
11,24,10,2,4,289.0,36.0,13.0,33.0,265017.0,88.0,0,1,2.0,1,0,1.0,172.0,30.0,8.0
1,26,10,2,4,235.0,11.0,14.0,37.0,265017.0,88.0,0,3,1.0,0,0,1.0,172.0,29.0,4.0
11,26,10,2,4,289.0,36.0,13.0,33.0,265017.0,88.0,0,1,2.0,1,0,1.0,172.0,30.0,8.0
11,22,10,6,4,289.0,36.0,13.0,33.0,265017.0,88.0,0,1,2.0,1,0,1.0,172.0,30.0,8.0
22,1,10,2,4,179.0,26.0,9.0,30.0,265017.0,88.0,0,3,0.0,0,0,0.0,171.0,19.0,8.0
34,7,10,2,4,118.0,10.0,10.0,37.0,265017.0,88.0,0,1,0.0,0,0,0.0,172.0,28.0,3.0
13,22,10,2,4,369.0,17.0,12.0,31.0,265017.0,88.0,0,1,3.0,1,0,0.0,169.0,25.0,8.0
3,28,10,4,4,179.0,51.0,18.0,38.0,265017.0,88.0,0,1,0.0,1,0,0.0,170.0,31.0,1.0
22,1,10,4,4,179.0,26.0,9.0,30.0,265017.0,88.0,0,3,0.0,0,0,0.0,171.0,19.0,64.0
11,19,10,5,4,289.0,36.0,13.0,33.0,265017.0,88.0,0,1,2.0,1,0,1.0,172.0,30.0,16.0
20,28,10,6,4,260.0,50.0,11.0,36.0,265017.0,88.0,0,1,4.0,1,0,0.0,168.0,23.0,3.0
5,23,10,2,4,235.0,20.0,13.0,43.0,265017.0,88.0,0,1,1.0,1,0,0.0,167.0,38.0,2.0
5,23,10,2,4,235.0,20.0,13.0,43.0,265017.0,88.0,0,1,1.0,1,0,0.0,167.0,38.0,2.0
36,28,10,3,4,118.0,13.0,18.0,50.0,265017.0,88.0,0,1,1.0,1,0,0.0,178.0,31.0,1.0
15,28,10,3,4,291.0,31.0,12.0,40.0,265017.0,88.0,0,1,1.0,1,0,1.0,171.0,25.0,4.0
22,23,10,5,4,179.0,26.0,9.0,30.0,265017.0,88.0,0,3,0.0,0,0,0.0,171.0,19.0,16.0
36,28,10,5,4,118.0,13.0,18.0,50.0,265017.0,88.0,0,1,1.0,1,0,0.0,178.0,31.0,1.0
10,10,10,2,4,361.0,52.0,3.0,28.0,265017.0,88.0,0,1,1.0,1,0,4.0,172.0,27.0,8.0
22,1,10,4,4,179.0,26.0,9.0,30.0,265017.0,88.0,0,3,0.0,0,0,0.0,171.0,19.0,5.0
22,7,10,4,4,179.0,26.0,9.0,30.0,265017.0,88.0,0,3,0.0,0,0,0.0,171.0,19.0,5.0
36,23,10,5,4,118.0,13.0,18.0,50.0,265017.0,88.0,0,1,1.0,1,0,0.0,178.0,31.0,1.0
34,11,11,2,4,118.0,10.0,10.0,37.0,284031.0,97.0,0,1,0.0,0,0,0.0,172.0,28.0,8.0
33,23,11,2,4,248.0,25.0,14.0,47.0,284031.0,97.0,0,1,2.0,0,0,1.0,165.0,32.0,2.0
3,6,11,3,4,179.0,51.0,18.0,38.0,284031.0,97.0,0,1,0.0,1,0,0.0,170.0,31.0,8.0
20,28,11,6,4,260.0,50.0,11.0,36.0,284031.0,97.0,0,1,4.0,1,0,0.0,168.0,23.0,3.0
15,23,11,2,4,291.0,31.0,12.0,40.0,284031.0,97.0,0,1,1.0,1,0,1.0,171.0,25.0,1.0
23,1,11,2,4,378.0,49.0,11.0,36.0,284031.0,97.0,0,1,2.0,0,1,4.0,174.0,21.0,8.0
14,11,11,2,4,155.0,12.0,14.0,34.0,284031.0,97.0,0,1,2.0,1,0,0.0,196.0,25.0,120.0
5,26,11,2,4,235.0,20.0,13.0,43.0,284031.0,97.0,0,1,1.0,1,0,0.0,167.0,38.0,8.0
1,18,11,4,4,235.0,11.0,14.0,37.0,284031.0,97.0,0,3,1.0,0,0,1.0,172.0,29.0,1.0
34,11,11,4,4,118.0,10.0,10.0,37.0,284031.0,97.0,0,1,0.0,0,0,0.0,172.0,28.0,3.0
1,25,11,5,4,235.0,11.0,14.0,37.0,284031.0,97.0,0,3,1.0,0,0,1.0,172.0,29.0,2.0
3,28,11,5,4,179.0,51.0,18.0,38.0,284031.0,97.0,0,1,0.0,1,0,0.0,170.0,31.0,3.0
24,13,11,6,4,246.0,25.0,16.0,41.0,284031.0,97.0,0,1,0.0,1,0,0.0,170.0,23.0,8.0
15,12,11,6,4,291.0,31.0,12.0,40.0,284031.0,97.0,0,1,1.0,1,0,1.0,171.0,25.0,4.0
24,13,11,2,4,246.0,25.0,16.0,41.0,284031.0,97.0,0,1,0.0,1,0,0.0,170.0,23.0,8.0
3,28,11,3,4,179.0,51.0,18.0,38.0,284031.0,97.0,0,1,0.0,1,0,0.0,170.0,31.0,1.0
20,10,11,4,4,260.0,50.0,11.0,36.0,284031.0,97.0,0,1,4.0,1,0,0.0,168.0,23.0,8.0
20,15,11,6,4,260.0,50.0,11.0,36.0,284031.0,97.0,0,1,4.0,1,0,0.0,168.0,23.0,8.0
3,23,11,5,4,179.0,51.0,18.0,38.0,284031.0,97.0,0,1,0.0,1,0,0.0,170.0,31.0,1.0
28,12,12,2,4,225.0,26.0,9.0,28.0,236629.0,93.0,0,1,1.0,0,0,2.0,169.0,24.0,3.0
3,28,12,2,4,179.0,51.0,18.0,38.0,236629.0,93.0,0,1,0.0,1,0,0.0,170.0,31.0,2.0
3,28,12,2,4,179.0,51.0,18.0,38.0,236629.0,93.0,0,1,0.0,1,0,0.0,170.0,31.0,1.0
1,23,12,2,4,235.0,11.0,14.0,37.0,236629.0,93.0,0,3,1.0,0,0,1.0,172.0,29.0,3.0
36,28,12,3,4,118.0,13.0,18.0,50.0,236629.0,93.0,0,1,1.0,1,0,0.0,178.0,31.0,1.0
20,28,12,6,4,260.0,50.0,11.0,36.0,236629.0,93.0,0,1,4.0,1,0,0.0,168.0,23.0,4.0
24,4,12,5,4,246.0,25.0,16.0,41.0,236629.0,93.0,0,1,0.0,1,0,0.0,170.0,23.0,8.0
3,28,12,5,4,179.0,51.0,18.0,38.0,236629.0,93.0,0,1,0.0,1,0,0.0,170.0,31.0,1.0
3,28,12,6,4,179.0,51.0,18.0,38.0,236629.0,93.0,0,1,0.0,1,0,0.0,170.0,31.0,1.0
22,23,12,3,4,179.0,26.0,9.0,30.0,236629.0,93.0,0,3,0.0,0,0,0.0,171.0,19.0,1.0
34,25,12,3,4,118.0,10.0,10.0,37.0,236629.0,93.0,0,1,0.0,0,0,0.0,172.0,28.0,8.0
1,25,12,5,4,235.0,11.0,14.0,37.0,236629.0,93.0,0,3,1.0,0,0,1.0,172.0,29.0,2.0
3,28,12,6,4,179.0,51.0,18.0,38.0,236629.0,93.0,0,1,0.0,1,0,0.0,170.0,31.0,1.0
5,13,12,3,2,235.0,20.0,13.0,43.0,236629.0,93.0,0,1,1.0,1,0,0.0,167.0,38.0,8.0
1,14,12,3,2,235.0,11.0,14.0,37.0,236629.0,93.0,0,3,1.0,0,0,1.0,172.0,29.0,4.0
20,26,12,4,2,260.0,50.0,11.0,36.0,236629.0,93.0,0,1,4.0,1,0,0.0,168.0,23.0,8.0
30,28,12,2,2,157.0,27.0,6.0,29.0,236629.0,93.0,0,1,0.0,1,1,0.0,185.0,22.0,2.0
3,28,12,2,2,179.0,51.0,18.0,38.0,236629.0,93.0,0,1,0.0,1,0,0.0,170.0,31.0,3.0
11,19,12,2,2,289.0,36.0,13.0,33.0,236629.0,93.0,0,1,2.0,1,0,1.0,172.0,30.0,8.0
28,23,1,4,2,225.0,26.0,9.0,28.0,330061.0,100.0,0,1,1.0,0,0,2.0,169.0,24.0,5.0
34,19,1,2,2,118.0,10.0,10.0,37.0,330061.0,100.0,0,1,0.0,0,0,0.0,172.0,28.0,32.0
14,23,1,2,2,155.0,12.0,14.0,34.0,330061.0,100.0,0,1,2.0,1,0,0.0,196.0,25.0,2.0
1,13,1,3,2,235.0,11.0,14.0,37.0,330061.0,100.0,0,3,1.0,0,0,1.0,172.0,29.0,1.0
14,23,1,3,2,155.0,12.0,14.0,34.0,330061.0,100.0,0,1,2.0,1,0,0.0,196.0,25.0,4.0
11,26,1,2,2,289.0,36.0,13.0,33.0,330061.0,100.0,0,1,2.0,1,0,1.0,172.0,30.0,8.0
15,3,1,4,2,291.0,31.0,12.0,40.0,330061.0,100.0,0,1,1.0,1,0,1.0,171.0,25.0,8.0
5,26,1,2,2,235.0,20.0,13.0,43.0,330061.0,100.0,0,1,1.0,1,0,0.0,167.0,38.0,8.0
36,26,1,2,2,118.0,13.0,18.0,50.0,330061.0,100.0,0,1,1.0,1,0,0.0,178.0,31.0,4.0
3,28,1,4,2,179.0,51.0,18.0,38.0,330061.0,100.0,0,1,0.0,1,0,0.0,170.0,31.0,1.0
3,28,1,6,2,179.0,51.0,18.0,38.0,330061.0,100.0,0,1,0.0,1,0,0.0,170.0,31.0,1.0
34,28,2,3,2,118.0,10.0,10.0,37.0,251818.0,96.0,0,1,0.0,0,0,0.0,172.0,28.0,2.0
3,27,2,4,2,179.0,51.0,18.0,38.0,251818.0,96.0,0,1,0.0,1,0,0.0,170.0,31.0,3.0
28,7,2,4,2,225.0,26.0,9.0,28.0,251818.0,96.0,0,1,1.0,0,0,2.0,169.0,24.0,1.0
11,22,2,6,2,289.0,36.0,13.0,33.0,251818.0,96.0,0,1,2.0,1,0,1.0,172.0,30.0,3.0
20,28,2,6,2,260.0,50.0,11.0,36.0,251818.0,96.0,0,1,4.0,1,0,0.0,168.0,23.0,3.0
3,23,2,6,2,179.0,51.0,18.0,38.0,251818.0,96.0,0,1,0.0,1,0,0.0,170.0,31.0,3.0
3,27,2,2,2,179.0,51.0,18.0,38.0,251818.0,96.0,0,1,0.0,1,0,0.0,170.0,31.0,2.0
3,27,2,4,2,179.0,51.0,18.0,38.0,251818.0,96.0,0,1,0.0,1,0,0.0,170.0,31.0,3.0
3,10,2,5,2,179.0,51.0,18.0,38.0,251818.0,96.0,0,1,0.0,1,0,0.0,170.0,31.0,8.0
24,26,2,5,2,246.0,25.0,16.0,41.0,251818.0,96.0,0,1,0.0,1,0,0.0,170.0,23.0,8.0
3,27,2,6,2,179.0,51.0,18.0,38.0,251818.0,96.0,0,1,0.0,1,0,0.0,170.0,31.0,3.0
6,22,2,2,2,189.0,29.0,13.0,33.0,251818.0,96.0,0,1,2.0,0,0,2.0,167.0,25.0,8.0
3,27,2,2,2,179.0,51.0,18.0,38.0,251818.0,96.0,0,1,0.0,1,0,0.0,170.0,31.0,3.0
24,23,2,3,2,246.0,25.0,16.0,41.0,251818.0,96.0,0,1,0.0,1,0,0.0,170.0,23.0,2.0
15,23,2,3,2,291.0,31.0,12.0,40.0,251818.0,96.0,0,1,1.0,1,0,1.0,171.0,25.0,2.0
30,11,2,4,2,157.0,27.0,6.0,29.0,251818.0,96.0,0,1,0.0,1,1,0.0,185.0,22.0,16.0
3,27,2,4,2,179.0,51.0,18.0,38.0,251818.0,96.0,0,1,0.0,1,0,0.0,170.0,31.0,3.0
3,27,2,6,2,179.0,51.0,18.0,38.0,251818.0,96.0,0,1,0.0,1,0,0.0,170.0,31.0,3.0
24,10,2,6,2,246.0,25.0,16.0,41.0,251818.0,96.0,0,1,0.0,1,0,0.0,170.0,23.0,24.0
3,27,2,4,2,179.0,51.0,18.0,38.0,251818.0,96.0,0,1,0.0,1,0,0.0,170.0,31.0,3.0
3,27,2,6,2,179.0,51.0,18.0,38.0,251818.0,96.0,0,1,0.0,1,0,0.0,170.0,31.0,3.0
34,18,3,3,2,118.0,10.0,10.0,37.0,244387.0,98.0,0,1,0.0,0,0,0.0,172.0,28.0,8.0
24,19,3,4,2,246.0,25.0,16.0,41.0,244387.0,98.0,0,1,0.0,1,0,0.0,170.0,23.0,16.0
24,28,3,6,2,246.0,25.0,16.0,41.0,244387.0,98.0,0,1,0.0,1,0,0.0,170.0,23.0,2.0
20,28,3,6,2,260.0,50.0,11.0,36.0,244387.0,98.0,0,1,4.0,1,0,0.0,168.0,23.0,4.0
3,28,3,2,2,179.0,51.0,18.0,38.0,244387.0,98.0,0,1,0.0,1,0,0.0,170.0,31.0,2.0
1,22,3,2,2,235.0,11.0,14.0,37.0,244387.0,98.0,0,3,1.0,0,0,1.0,172.0,29.0,8.0
17,22,3,3,2,179.0,22.0,17.0,40.0,244387.0,98.0,0,2,2.0,0,1,0.0,170.0,22.0,8.0
23,22,3,3,2,378.0,49.0,11.0,36.0,244387.0,98.0,0,1,2.0,0,1,4.0,174.0,21.0,8.0
3,28,3,2,2,179.0,51.0,18.0,38.0,244387.0,98.0,0,1,0.0,1,0,0.0,170.0,31.0,16.0
10,22,3,4,2,361.0,52.0,3.0,28.0,244387.0,98.0,0,1,1.0,1,0,4.0,172.0,27.0,8.0
1,21,3,5,2,235.0,11.0,14.0,37.0,244387.0,98.0,0,3,1.0,0,0,1.0,172.0,29.0,8.0
36,23,3,6,3,118.0,13.0,18.0,50.0,244387.0,98.0,0,1,1.0,1,0,0.0,178.0,31.0,2.0
36,14,3,3,3,118.0,13.0,18.0,50.0,244387.0,98.0,0,1,1.0,1,0,0.0,178.0,31.0,3.0
36,13,3,4,3,118.0,13.0,18.0,50.0,244387.0,98.0,0,1,1.0,1,0,0.0,178.0,31.0,8.0
3,28,3,6,3,179.0,51.0,18.0,38.0,244387.0,98.0,0,1,0.0,1,0,0.0,170.0,31.0,8.0
11,22,3,6,3,289.0,36.0,13.0,33.0,244387.0,98.0,0,1,2.0,1,0,1.0,172.0,30.0,8.0
20,19,3,2,3,260.0,50.0,11.0,36.0,244387.0,98.0,0,1,4.0,1,0,0.0,168.0,23.0,8.0
24,28,3,3,3,246.0,25.0,16.0,41.0,244387.0,98.0,0,1,0.0,1,0,0.0,170.0,23.0,2.0
3,28,4,4,3,179.0,51.0,18.0,38.0,239409.0,98.0,0,1,0.0,1,0,0.0,170.0,31.0,4.0
20,28,4,6,3,260.0,50.0,11.0,36.0,239409.0,98.0,0,1,4.0,1,0,0.0,168.0,23.0,3.0
18,26,4,6,3,330.0,16.0,4.0,28.0,239409.0,98.0,0,2,0.0,0,0,0.0,182.0,25.0,4.0
13,22,4,2,3,369.0,17.0,12.0,31.0,239409.0,98.0,0,1,3.0,1,0,0.0,169.0,25.0,4.0
33,26,4,2,3,248.0,25.0,14.0,47.0,239409.0,98.0,0,1,2.0,0,0,1.0,165.0,32.0,4.0
18,23,4,4,3,330.0,16.0,4.0,28.0,239409.0,98.0,0,2,0.0,0,0,0.0,182.0,25.0,8.0
3,28,4,4,3,179.0,51.0,18.0,38.0,239409.0,98.0,0,1,0.0,1,0,0.0,170.0,31.0,8.0
36,23,4,2,3,118.0,13.0,18.0,50.0,239409.0,98.0,0,1,1.0,1,0,0.0,178.0,31.0,1.0
36,13,4,4,3,118.0,13.0,18.0,50.0,239409.0,98.0,0,1,1.0,1,0,0.0,178.0,31.0,120.0
26,28,4,6,3,300.0,26.0,13.0,43.0,239409.0,98.0,0,1,2.0,1,1,1.0,175.0,25.0,8.0
20,28,4,6,3,260.0,50.0,11.0,36.0,239409.0,98.0,0,1,4.0,1,0,0.0,168.0,23.0,4.0
3,28,4,2,3,179.0,51.0,18.0,38.0,239409.0,98.0,0,1,0.0,1,0,0.0,170.0,31.0,4.0
34,11,4,4,3,118.0,10.0,10.0,37.0,239409.0,98.0,0,1,0.0,0,0,0.0,172.0,28.0,2.0
5,13,5,2,3,235.0,20.0,13.0,43.0,246074.0,99.0,0,1,1.0,1,0,0.0,167.0,38.0,16.0
33,23,5,4,3,248.0,25.0,14.0,47.0,246074.0,99.0,0,1,2.0,0,0,1.0,165.0,32.0,2.0
13,10,5,2,3,369.0,17.0,12.0,31.0,246074.0,99.0,0,1,3.0,1,0,0.0,169.0,25.0,8.0
22,23,5,4,3,179.0,26.0,9.0,30.0,246074.0,99.0,0,3,0.0,0,0,0.0,171.0,19.0,3.0
3,28,5,4,3,179.0,51.0,18.0,38.0,246074.0,99.0,0,1,0.0,1,0,0.0,170.0,31.0,4.0
10,23,5,5,3,361.0,52.0,3.0,28.0,246074.0,99.0,0,1,1.0,1,0,4.0,172.0,27.0,1.0
20,28,5,6,3,260.0,50.0,11.0,36.0,246074.0,99.0,0,1,4.0,1,0,0.0,168.0,23.0,3.0
17,11,5,2,3,179.0,22.0,17.0,40.0,246074.0,99.0,0,2,2.0,0,1,0.0,170.0,22.0,2.0
17,8,5,2,3,179.0,22.0,17.0,40.0,246074.0,99.0,0,2,2.0,0,1,0.0,170.0,22.0,3.0
9,18,5,4,3,228.0,14.0,16.0,58.0,246074.0,99.0,0,1,2.0,0,0,1.0,172.0,22.0,8.0
28,25,5,4,3,225.0,26.0,9.0,28.0,246074.0,99.0,0,1,1.0,0,0,2.0,169.0,24.0,3.0
18,13,5,6,3,330.0,16.0,4.0,28.0,246074.0,99.0,0,2,0.0,0,0,0.0,182.0,25.0,8.0
22,25,5,2,3,179.0,26.0,9.0,30.0,246074.0,99.0,0,3,0.0,0,0,0.0,171.0,19.0,2.0
34,28,5,2,3,118.0,10.0,10.0,37.0,246074.0,99.0,0,1,0.0,0,0,0.0,172.0,28.0,1.0
1,1,5,2,3,235.0,11.0,14.0,37.0,246074.0,99.0,0,3,1.0,0,0,1.0,172.0,29.0,8.0
22,23,5,4,3,179.0,26.0,9.0,30.0,246074.0,99.0,0,3,0.0,0,0,0.0,171.0,19.0,3.0
34,23,6,2,3,118.0,10.0,10.0,37.0,253957.0,95.0,0,1,0.0,0,0,0.0,172.0,28.0,3.0
3,28,6,2,3,179.0,51.0,18.0,38.0,253957.0,95.0,0,1,0.0,1,0,0.0,170.0,31.0,3.0
34,28,6,3,3,118.0,10.0,10.0,37.0,253957.0,95.0,0,1,0.0,0,0,0.0,172.0,28.0,2.0
28,23,6,5,3,225.0,26.0,9.0,28.0,253957.0,95.0,0,1,1.0,0,0,2.0,169.0,24.0,4.0
20,28,6,6,3,260.0,50.0,11.0,36.0,253957.0,95.0,0,1,4.0,1,0,0.0,168.0,23.0,4.0
15,13,6,2,3,291.0,31.0,12.0,40.0,253957.0,95.0,0,1,1.0,1,0,1.0,171.0,25.0,40.0
3,28,6,2,3,179.0,51.0,18.0,38.0,253957.0,95.0,0,1,0.0,1,0,0.0,170.0,31.0,24.0
24,28,6,3,3,246.0,25.0,16.0,41.0,253957.0,95.0,0,1,0.0,1,0,0.0,170.0,23.0,3.0
3,28,6,2,3,179.0,51.0,18.0,38.0,253957.0,95.0,0,1,0.0,1,0,0.0,170.0,31.0,4.0
5,26,6,3,3,235.0,20.0,13.0,43.0,253957.0,95.0,0,1,1.0,1,0,0.0,167.0,38.0,8.0
3,28,6,2,1,179.0,51.0,18.0,38.0,253957.0,95.0,0,1,0.0,1,0,0.0,170.0,31.0,2.0
28,23,6,4,1,225.0,26.0,9.0,28.0,253957.0,95.0,0,1,1.0,0,0,2.0,169.0,24.0,2.0
36,23,6,4,1,118.0,13.0,18.0,50.0,253957.0,95.0,0,1,1.0,1,0,0.0,178.0,31.0,2.0
3,5,6,4,1,179.0,51.0,18.0,38.0,253957.0,95.0,0,1,0.0,1,0,0.0,170.0,31.0,8.0
22,21,6,4,1,179.0,26.0,9.0,30.0,253957.0,95.0,0,3,0.0,0,0,0.0,171.0,19.0,2.0
24,28,6,6,1,246.0,25.0,16.0,41.0,253957.0,95.0,0,1,0.0,1,0,0.0,170.0,23.0,2.0
18,11,6,3,1,330.0,16.0,4.0,28.0,253957.0,95.0,0,2,0.0,0,0,0.0,182.0,25.0,1.0
1,13,6,3,1,235.0,11.0,14.0,37.0,253957.0,95.0,0,3,1.0,0,0,1.0,172.0,29.0,8.0
22,23,7,5,1,179.0,26.0,9.0,30.0,230290.0,92.0,0,3,0.0,0,0,0.0,171.0,19.0,2.0
28,25,7,5,1,225.0,26.0,9.0,28.0,230290.0,92.0,0,1,1.0,0,0,2.0,169.0,24.0,4.0
20,13,7,6,1,260.0,50.0,11.0,36.0,230290.0,92.0,0,1,4.0,1,0,0.0,168.0,23.0,8.0
21,7,7,2,1,268.0,11.0,8.0,33.0,230290.0,92.0,0,2,0.0,0,0,0.0,178.0,25.0,8.0
18,25,7,6,1,330.0,16.0,4.0,28.0,230290.0,92.0,0,2,0.0,0,0,0.0,182.0,25.0,8.0
34,26,7,6,1,118.0,10.0,10.0,37.0,230290.0,92.0,0,1,0.0,0,0,0.0,172.0,28.0,8.0
20,26,7,2,1,260.0,50.0,11.0,36.0,230290.0,92.0,0,1,4.0,1,0,0.0,168.0,23.0,4.0
34,28,7,3,1,118.0,10.0,10.0,37.0,230290.0,92.0,0,1,0.0,0,0,0.0,172.0,28.0,8.0
26,15,7,2,1,300.0,26.0,13.0,43.0,230290.0,92.0,0,1,2.0,1,1,1.0,175.0,25.0,8.0
2,23,7,2,1,235.0,29.0,12.0,48.0,230290.0,92.0,0,1,1.0,0,1,5.0,163.0,33.0,1.0
24,28,7,3,1,246.0,25.0,16.0,41.0,230290.0,92.0,0,1,0.0,1,0,0.0,170.0,23.0,2.0
